index,grupo,tipo_fonte,referencia_apa7,url,acesso,camadas_relacionadas,uso_no_projeto
165,Áreas protegidas e espeleologia,Referência APA 7,"Ministério do Meio Ambiente e Mudança do Clima. (2026). *CNUC 2026_03 — Unidades de Conservação com registro ativo* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.mma.gov.br/dataset/44b6dc8a-dc82-4a84-8d95-1b0da7c85dac/resource/b1f7a269-a0b2-4a81-9ac5-108905e74a00",https://dados.mma.gov.br/dataset/44b6dc8a-dc82-4a84-8d95-1b0da7c85dac/resource/b1f7a269-a0b2-4a81-9ac5-108905e74a00,6 ago. 2026,unidades_conservacao | parque_nacional_serra_bodoquena | interacoes_rotas_unidades_conservacao | cavidades_em_unidades_conservacao,Fonte bibliográfica do grupo Áreas protegidas e espeleologia.
166,Áreas protegidas e espeleologia,Referência APA 7,"ICMBio — Centro Nacional de Pesquisa e Conservação de Cavernas. (s.d.). *Cadastro Nacional de Informações Espeleológicas — CANIE* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie",https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie,6 ago. 2026,cavernas_canie | cavidades_proximas_rotas_estudo | cavidades_em_unidades_conservacao,Fonte bibliográfica do grupo Áreas protegidas e espeleologia.
167,Patrimônio material,Referência APA 7,Instituto do Patrimônio Histórico e Artístico Nacional. (2026). *Planilha 2026_05_IPHAN_T.xlsx* [Conjunto de dados]. https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados/2026_05_iphan_t.xlsx,https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados/2026_05_iphan_t.xlsx,6 ago. 2026,patrimonio_material_tombado,Fonte bibliográfica do grupo Patrimônio material.
168,Patrimônio material,Referência APA 7,"Portal de Dados da Cultura. (s.d.). *SICG — bens tombados pelo Iphan* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.cultura.gov.br/dataset?organization=iphan&res_format=CSV",https://dados.cultura.gov.br/dataset?organization=iphan&res_format=CSV,6 ago. 2026,patrimonio_material_tombado,Fonte bibliográfica do grupo Patrimônio material.
169,Turismo e Cadastur,Referência APA 7,"Ministério do Turismo. (2026). *Prestadores de serviços turísticos — Meios de Hospedagem* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/pt_BR/dataset/meios-de-hospedagem",https://dados.turismo.gov.br/pt_BR/dataset/meios-de-hospedagem,6 ago. 2026,cadastur_hospedagem,Fonte bibliográfica do grupo Turismo e Cadastur.
170,Turismo e Cadastur,Referência APA 7,"Ministério do Turismo. (2026). *Conjuntos de dados Cadastur* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/pt_BR/dataset/?tags=Cadastur",https://dados.turismo.gov.br/pt_BR/dataset/?tags=Cadastur,6 ago. 2026,cadastur_hospedagem | cadastur_agencias_guias,Fonte bibliográfica do grupo Turismo e Cadastur.
171,Turismo e Cadastur,Referência APA 7,"Conecta gov.br. (2026). *Webservice Cadastur API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos",https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos,6 ago. 2026,cadastur_hospedagem | cadastur_agencias_guias,Fonte bibliográfica do grupo Turismo e Cadastur.
172,Uso e cobertura da terra,Referência APA 7,MapBiomas Brasil. (2026). *Coleção 10.1 — cobertura e uso da terra* [Artigo científico]. https://doi.org/10.58053/MapBiomas/SJZOLT,https://doi.org/10.58053/MapBiomas/SJZOLT,6 ago. 2026,uso_cobertura_solo | mapa_mudancas_uso_solo,Fonte bibliográfica do grupo Uso e cobertura da terra.
173,Hidrovias e navegação,Referência APA 7,"Agência Nacional de Transportes Aquaviários. (2025). *Informações Geográficas — Vias Interiores Economicamente Navegadas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/antaq/pt-br/central-de-conteudos/informacoes-geograficas",https://www.gov.br/antaq/pt-br/central-de-conteudos/informacoes-geograficas,6 ago. 2026,hidrovia_paraguai_ven_antaq,Fonte bibliográfica do grupo Hidrovias e navegação.
174,Hidrovias e navegação,Referência APA 7,"Agência Nacional de Transportes Aquaviários. (2026). *Projeto de concessão da Hidrovia do Paraguai* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/antaq/pt-br/assuntos/projetos-de-concessao/novas-concessoes-hidroviarias/paraguai",https://www.gov.br/antaq/pt-br/assuntos/projetos-de-concessao/novas-concessoes-hidroviarias/paraguai,6 ago. 2026,hidrovia_paraguai_ven_antaq,Fonte bibliográfica do grupo Hidrovias e navegação.
175,Cartografia cultural e indicadores espaciais,Referência APA 7,"Ogletree, S. S., Powell, R. B., Baldwin, R. F., & Leonard, P. B. (2019). A framework for mapping cultural resources in landscape conservation planning. *Conservation Science and Practice, 1*(6), e41. https://doi.org/10.1111/csp2.41",https://doi.org/10.1111/csp2.41,6 ago. 2026,rotas_culturais_propostas | polos_estruturantes_itinerarios_culturais_250km2 | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Cartografia cultural e indicadores espaciais.
176,Metodologia dos indicadores territoriais,Referência APA 7,International Council on Monuments and Sites. (2008). *Carta do ICOMOS sobre os itinerários culturais*. https://openarchive.icomos.org/id/eprint/3141/,https://openarchive.icomos.org/id/eprint/3141/,6 ago. 2026,rotas_culturais_propostas | polos_estruturantes_itinerarios_culturais_250km2 | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Metodologia dos indicadores territoriais.
177,Metodologia dos indicadores territoriais,Referência APA 7,"Organização de Estados Ibero-americanos para a Educação, a Ciência e a Cultura. (2026). *Manual de rutas e itinerarios culturales para Iberoamérica e indicadores asociados: Avanzando hacia la creación de un modelo de rutas e itinerarios culturales para Iberoamérica*. https://oei.int/wp-content/uploads/2026/05/manual-rutas-e-itinerarios-culturales-para-iberoamerica-final-v18-mayo-2025.pdf",https://oei.int/wp-content/uploads/2026/05/manual-rutas-e-itinerarios-culturales-para-iberoamerica-final-v18-mayo-2025.pdf,6 ago. 2026,rotas_culturais_propostas | polos_estruturantes_itinerarios_culturais_250km2 | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Metodologia dos indicadores territoriais.
178,Metodologia dos indicadores territoriais,Referência APA 7,"United Nations Educational, Scientific and Cultural Organization. (2015). *Operational guidelines for UNESCO Global Geoparks*. https://unesdoc.unesco.org/ark:/48223/pf0000260675_eng",https://unesdoc.unesco.org/ark:/48223/pf0000260675_eng,6 ago. 2026,potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Metodologia dos indicadores territoriais.
179,Metodologia dos indicadores territoriais,Referência APA 7,"United Nations Educational, Scientific and Cultural Organization. (2026). *UNESCO Global Geoparks*. https://www.unesco.org/en/iggp/geoparks/about",https://www.unesco.org/en/iggp/geoparks/about,6 ago. 2026,potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Metodologia dos indicadores territoriais.
180,Metodologia dos indicadores territoriais,Referência APA 7,"United Nations Educational, Scientific and Cultural Organization. (2026). *Submit a UNESCO Global Geopark proposal*. https://www.unesco.org/en/iggp/geoparks/proposals",https://www.unesco.org/en/iggp/geoparks/proposals,6 ago. 2026,potencial_geocientifico_territorial_250km2,Fonte bibliográfica do grupo Metodologia dos indicadores territoriais.
181,Metodologia dos indicadores territoriais,Referência APA 7,"Simpson, E. H. (1949). Measurement of diversity. *Nature, 163*, 688. https://doi.org/10.1038/163688a0",https://doi.org/10.1038/163688a0,6 ago. 2026,potencial_geocientifico_territorial_250km2 | polos_estruturantes_itinerarios_culturais_250km2 | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Metodologia dos indicadores territoriais.
182,Metodologia dos indicadores territoriais,Referência APA 7,"Perroux, F. (1955). Note sur la notion de « pôle de croissance ». *Économie Appliquée, 8*(1–2), 307–320. https://doi.org/10.3406/ecoap.1955.2522",https://doi.org/10.3406/ecoap.1955.2522,6 ago. 2026,polos_estruturantes_itinerarios_culturais_250km2 | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Metodologia dos indicadores territoriais.
183,Caminho para os Ervais,Referência APA 7,"Busón Buesa, C., & Zamberlan, C. O. (2018). Rescate de caminos históricos como pauta de desarrollo sostenible. El camino para los yerbales, una ruta cultural de integración binacional. *Desenvolvimento, Fronteiras & Cidadania, 2*(1), 11–16. https://periodicosonline.uems.br/index.php/fronteiracidadania/article/view/2625",https://periodicosonline.uems.br/index.php/fronteiracidadania/article/view/2625,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Caminho para os Ervais.
184,Caminho para os Ervais,Referência APA 7,"Buson, C. B., Zamberlan, C. O., Sonaglio, C., & Missio, F. (2020). A proposta do caminho para os ervais: Desenvolvendo territórios através da criação de itinerários culturais na fronteira Brasil–Paraguai. *Espacio Tiempo y Forma. Serie VI, Geografía*, (13), 35–54. https://doi.org/10.5944/etfvi.13.2020.27170",https://doi.org/10.5944/etfvi.13.2020.27170,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Caminho para os Ervais.
185,Caminho para os Ervais,Referência APA 7,"Sonaglio, C. M., Zamberlan, C. O., & Busón, C. (2020). Patrimonialização como estratégia de desenvolvimento regional: Uma proposta para o “Caminho para os Ervais”. *Profanações, 7*(ed. esp.), 43–60. https://doi.org/10.24302/prof.v7iEd.esp.2610",https://doi.org/10.24302/prof.v7iEd.esp.2610,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Caminho para os Ervais.
186,Caminho para os Ervais,Referência APA 7,"Zamberlan, C. O., Sonaglio, C. M., & Busón Buesa, C. (2022). Patrimonialização de território como estratégia de desenvolvimento: O caso das propostas “Caminho para os Ervais” e “Paisagem Cultural Ervateira”. In C. M. Sonaglio & C. O. Zamberlan (Orgs.), *Desenvolvimento regional: Visões, estratégias e perspectivas* (pp. 1–16). Editora UFSM. https://editoraufsm.com.br/ultimos-lancamentos/desenvolvimento-regional-ebook.html",https://editoraufsm.com.br/ultimos-lancamentos/desenvolvimento-regional-ebook.html,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Caminho para os Ervais.
187,Caminho para os Ervais,Referência APA 7,"Sonaglio, C. M., & Zamberlan, C. O. (2022). Itinerário cultural “Caminho para os Ervais” como proposta de desenvolvimento regional. *Revista Produção e Desenvolvimento, 8*(1), e605. https://doi.org/10.32358/rpd.2022.v8.605",https://doi.org/10.32358/rpd.2022.v8.605,6 ago. 2026,rotas_culturais_propostas | pontos_interesse_itinerarios | areas_exploratorias_influencia_cartografica | trechos_itinerarios | pre_avaliacao_cartografica_itinerarios | corredores_exploratorios_aprofundamento | articulacao_itinerarios_peic_rotas_250km2,Fonte bibliográfica do grupo Caminho para os Ervais.
188,Extensão e ativação geocientífica,Referência APA 7,Universidade Federal de Mato Grosso do Sul. (2016). *47ª OfiCiência será em Rio Verde de Mato Grosso*. https://www.ufms.br/47a-oficiencia-sera-em-rio-verde-de-mato-grosso/,https://www.ufms.br/47a-oficiencia-sera-em-rio-verde-de-mato-grosso/,6 ago. 2026,ativacao_geocientifica_extensao,Fonte bibliográfica do grupo Extensão e ativação geocientífica.
189,Extensão e ativação geocientífica,Referência APA 7,Diário do Estado MS. (2025). *I HidroGeoDia em Rio Verde de Mato Grosso*. https://cdn.diariodoestadoms.com.br/upload/dn_arquivo/2025/03/jornal-25-de-marco-de-2025-comprimido.pdf,https://cdn.diariodoestadoms.com.br/upload/dn_arquivo/2025/03/jornal-25-de-marco-de-2025-comprimido.pdf,6 ago. 2026,ativacao_geocientifica_extensao,Fonte bibliográfica do grupo Extensão e ativação geocientífica.
190,Extensão e ativação geocientífica,Referência APA 7,"Gabas, S. G., & Busón, C. (2026). *HidroGeoDia em Mato Grosso do Sul*. Revista Espaço Pedagógico. https://doi.org/10.5335/rep.v33.17418",https://doi.org/10.5335/rep.v33.17418,6 ago. 2026,ativacao_geocientifica_extensao,Fonte bibliográfica do grupo Extensão e ativação geocientífica.
